Activity ID,Activity Date,Activity Name,Activity Type,Elapsed Time,Distance,Commute,Moving Time,Max Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade
493704282,"Aug 30, 2015, 11:38:36 AM",Morning Run,Run,2518,6.89,false,2518,6.59999990463257,32.7667007446289,,18.2000007629395,51.2999992370605,9.69999980926514,-0.03047139942646
493704284,"Sep 3, 2015, 10:00:35 AM",Morning Run,Run,2830,6.84,false,2797,5.90000009536743,30.9500007629395,,18.1000003814697,49.2000007629395,8.80000019073486,-0.016078600659967
493704285,"Sep 1, 2015, 1:46:56 PM",Morning Run,Run,2479,6.89,false,2423,4.90000009536743,31.13330078125,,18.1000003814697,49.4000015258789,12.1000003814697,-0.03338610008359
493704408,"Sep 5, 2015, 12:24:53 PM",Morning Run,Run,2770,7.28,false,2711,9.69999980926514,32.9166984558105,,18.1000003814697,51.5,12.3000001907349,0.001373479957692
493704409,"Sep 18, 2015, 10:09:27 AM",Morning Run,Run,2509,7.1,false,2432,6.69999980926514,40.7599983215332,,18,50,11.6000003814697,-0.021124999970198
493704413,"Sep 12, 2015, 12:27:53 PM",Morning Run,Run,2496,7.28,false,2464,5.19999980926514,31.1667003631592,,18.1000003814697,49.5,10.3999996185303,-0.070014603435993
493704418,"Sep 8, 2015, 9:47:05 AM",Morning Run,Run,2636,6.86,false,2576,4.80000019073486,30.9666996002197,,18.1000003814697,49.2999992370605,11.8000001907349,-0.016019999980927
493704421,"Sep 15, 2015, 9:58:15 AM",Morning Run,Run,2411,6.83,false,2371,9.30000019073486,31.1833000183105,,18.1000003814697,49.5,9.89999961853027,-0.01023679971695
493704422,"Sep 25, 2015, 9:45:35 AM",Morning Run,Run,2531,7.02,false,2464,6.90000009536743,29.8500003814697,,18.1000003814697,49.5,8.10000038146973,-0.022763799875975
493704423,"Sep 27, 2015, 2:15:11 PM",Morning Run,Run,3412,9.21,false,3350,5.5,64.8432998657227,,18.3999996185303,56.5,22.3999996185303,-0.041246499866247
493704425,"Sep 20, 2015, 7:24:27 PM",Afternoon Run,Run,3261,9.21,false,3232,6.30000019073486,45.75,,18.1000003814697,51.0999984741211,10.6000003814697,0.045579299330711
493704426,"Sep 22, 2015, 10:02:30 AM",Morning Run,Run,2291,7.06,false,2274,6.59999990463257,31.0499992370605,,18.1000003814697,49.2999992370605,10.3999996185303,-0.025492899119854
493704431,"Oct 10, 2015, 10:50:53 AM",Morning Run,Run,2645,7.01,false,2497,5.5,40.2094993591309,,13.8999996185303,45.5,17.8999996185303,-0.02850509993732
493704437,"Sep 29, 2015, 9:45:52 AM",Morning Run,Run,2498,7.02,false,2443,11.1000003814697,31.1499996185303,,18,49.4000015258789,10.6000003814697,-0.022779999300838
493704442,"Oct 4, 2015, 1:58:29 PM",Morning Run,Run,2283,7.03,false,2225,6.09999990463257,31.11669921875,,18,49.4000015258789,10.8000001907349,-0.028433699160814
493704446,"Oct 21, 2015, 9:56:03 AM",Morning Run,Run,2456,7.11,false,2456,6.19999980926514,29.9167003631592,,18,49.4000015258789,9.60000038146973,-0.028104500845075
493704447,"Oct 25, 2015, 3:18:25 PM",Lunch Run,Run,3201,9.2,false,3001,7.69999980926514,36.6833000183105,,3,42.9000015258789,5.40000009536743,-0.029330600053072
493704453,"Oct 7, 2015, 10:00:31 AM",Morning Run,Run,2447,7.2,false,2425,6.80000019073486,30.9167003631592,,18.1000003814697,49.2000007629395,12.8000001907349,-0.030534399673343
493704455,"Oct 27, 2015, 9:51:50 AM",Morning Run,Run,2430,7.18,false,2411,8.10000038146973,29.8799991607666,,18.1000003814697,49.5,15.1999998092651,-0.015314999967814
493704456,"Oct 17, 2015, 9:28:19 PM",Afternoon Run,Run,2352,7.05,false,2270,5.09999990463257,31.2833003997803,,18.1000003814697,49.5999984741211,10.6999998092651,-0.01133740041405
493704459,"Nov 3, 2015, 11:07:40 AM",Morning Run,Run,2490,7.09,false,2471,5.59999990463257,29.8332996368408,,18.1000003814697,49.4000015258789,8.69999980926514,-0.019747799262405
493704463,"Oct 30, 2015, 9:48:24 AM",Morning Run,Run,2515,7.14,false,2458,8.60000038146973,31.4333000183105,,18,49.7999992370606,13.5,-0.023790199309588
